MAT137 - v1
PS1,PS2,PS3,PS4,PS5,PS6,PS7,PS8,Final,Midterm 1,Midterm 2,Midterm 3,Midterm 4
1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,50.0,12.0,10.0,10.0,8.0
